FID,Volcano_Number,Volcano_Name,Primary_Volcano_Type,Last_Eruption_Year,Country,Geological_Summary,Region,Subregion,Latitude,Longitude,Elevation,Tectonic_Setting,Geologic_Epoch,Evidence_Category,Primary_Photo_Link,Primary_Photo_Caption,Primary_Photo_Credit,Major_Rock_Type,GeoLocation
VOTW_Holocene_Volcanoes.fid--4d9842f7_162e410decd_181e,284061,Kita-Bayonnaise,Submarine,,Japan,"The large submarine Kita-Bayonnaise (North Bayonnaise) submarine caldera, also known as Myojin Knoll, lies between the Aogashima and Myojinsho (also called Beyonesu Rocks) calderas in the Izu-Bonin arc. The 6-7 km wide caldera, one of nine along this arc, has walls 500-900 m high. The high point on the western rim is a pumice-mantled remnant of the pre-collapse volcanic complex that reaches a depth of 360 m. The caldera walls reveal rhyolitic lava flows, shallow intrusions, and volcaniclastic deposits. A voluminous blanket of coarse rhyolitic pumice from the caldera-forming eruption mantles the rim and outer flanks. Post-caldera eruptions formed a lava dome that rises 250 m above the caldera floor. The age of the caldera is not known, but was considered by Fiske et al. (2001) to perhaps be as young as a few thousand years. An active hydrothermal vent field lies on the eastern caldera floor and has produced a polymetallic sulfide deposit from vent chimneys up to 30 m high that emit fluids as hot as 278 degrees C.","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",32.1,139.85,-360,Subduction zone / Oceanic crust (< 15 km),Holocene,Evidence Uncertain,http://volcano.si.edu/photos/full/095068.jpg,The submarine topography of the 6-7 km wide Myojin Knoll caldera is seen in this Sea-Beam image viewed from the SW.  The white line marks the E-W track of the survey vessel.  A voluminous blanket of coarse rhyolitic pumice from the caldera-forming eruption mantles the caldera rim and its outer flanks.  A post-caldera lava dome rises 250 m above the caldera floor.  An active hydrothermal vent field lies on the eastern caldera floor and has produced a polymetallic sulfide deposit extraordinarily rich in gold and silver.,"Image by Fumitoshi Murakami (Geological Survey of Japan, courtesy of Richard Fiske, Smithsonian Institution).",Rhyolite,POINT (32.1 139.85)
VOTW_Holocene_Volcanoes.fid--4d9842f7_162e410decd_181f,284060,Aogashima,Stratovolcano,1785,Japan,"The small 2.5 x 3.5 km dominantly basaltic island of Aogashima is surrounded by steep cliffs and contains a small 1.7 x 1.5-km-wide caldera. Two pyroclastic cones were formed inside the caldera during the latest eruption from 1780 to 1785. Growth of the volcano began with construction of the Kurosaki stratovolcano in the NW part of the island, after which the main stratovolcano began growing in the SE. Both summit and flank vents produced pyroclastic surges and lava flows. Late in the construction of the main cone a 1-1.5 km crater was formed on the SE flank. About 3000 years ago pyroclastic surges swept over the entire island. During about the next 600 years, lava flows and scoria deposits filled the SE crater, which also collapsed repeatedly. The current Ikenosawa crater was considered by Takada et al. (1992) to have formed by ring collapse at the time of a debris avalanche, after which the volcano was quiescent until the eruptions of historical time.","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",32.458,139.759,423,Subduction zone / Oceanic crust (< 15 km),Holocene,Eruption Observed,http://volcano.si.edu/photos/full/030001.jpg,"The small 2.5 x 3.5 km basaltic island of Aoga-shima, seen here from the SE, is located in the central Izu Islands.  Aoga-shima is surrounded by steep cliffs and contains a small 1.7 x 1.5-km-wide caldera.  Two pyroclastic cones were formed inside the caldera during the volcano's latest eruption from 1780 to 1785.   ",Photo by Richard Fiske (Smithsonian Institution).,Basalt / Picro-Basalt,POINT (32.458 139.759)
VOTW_Holocene_Volcanoes.fid--4d9842f7_162e410decd_1820,284070,Myojinsho,Submarine,1970,Japan,"Beyonesu Rocks represent part of the barely exposed rim of the largely submarine Myojinsho caldera. Formation of the 8-9 km wide caldera was followed by construction of a large (2.6 km3) lava dome and/or lava flow complex on the caldera floor, originally located at a depth of 1000-1100 m. Most historical eruptions, recorded since the late-19th century, have occurred from the large post-caldera Myojinsho lava dome on the NE rim of the caldera. Deposits from submarine pyroclastic flows associated with growth of the dacitic lava dome mantle the conical dome and extend into the NE part of the caldera and down its outer slopes. An explosive submarine eruption from Myojinsho in 1952 destroyed a Japanese research vessel, killing all 31 on board. Submarine eruptions have also been observed from other points on the caldera rim and outside of the caldera. The Beyonesu Rocks were named after the French warship the Bayonnaise, which was surveying volcanic islands south of Tokyo Bay in 1850.","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",31.888,139.918,11,Subduction zone / Oceanic crust (< 15 km),Holocene,Eruption Observed,http://volcano.si.edu/photos/full/046013.jpg,"Steam pours from the blocky summit of a lava dome formed at Myojin-sho during a submarine eruption at the Bayonnaise Rocks volcano in 1952.  This September 22 photo was taken six days after the dome began to breach the sea surface.  Later that day the eruption became highly explosive, and the dome was destroyed.  Three cycles of dome growth and destruction occurred until October 1953.  Myojin-sho is located on the eastern rim of a 7-9 km wide submarine caldera.","Photo courtesy of Helen Foster, 1952 (U.S. Geological Survey).",Dacite,POINT (31.888 139.918)
VOTW_Holocene_Volcanoes.fid--4d9842f7_162e410decd_1821,284080,Sumisujima,Submarine,1916,Japan,"Sumisujima (also known as Smith Rocks) is a steep-sided basaltic pinnacle that forms part of the outer southern flank of a 8-9 km wide submarine caldera that truncates a 20-km-wide seamount. The caldera was formed between about 60,000 and 30,000 years ago. The Shirane dacitic central cone, 3 km wide and 800 m high, rises to within 8 m of the sea surface in the eastern side of the caldera, whose 600-700 m high walls and outer flanks expose basaltic, andesitic, and rhyolitic rocks. Two large submarine cones, Sumisu Knolls No. 1 and 2, lie west of the caldera. Submarine eruptions have been reported from a number of locations near 136-m-high Sumisujima, the last of which occurred in 1916. Water discoloration has been frequently observed since the 1970's. In October 1992, a 6-km-long zone of discolored water was seen extending from the shallow Shirane rock mass near the eastern rim of the caldera, which rises to within 7 m of the sea surface and is the youngest feature of the volcanic complex.","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",31.44,140.051,136,Subduction zone / Oceanic crust (< 15 km),Holocene,Eruption Observed,http://volcano.si.edu/photos/full/105075.jpg,"Wave erosion has exposed the spectacular stratigraphy of Smith Rock, a steep-sided pinnacle that is a remnant of the outer southern flank of a 6-9 km wide submarine caldera.  Intrusive rocks, dikes, tephra layers, and breccias are visible in this view of the eastern side of the 136-m-high pinnacle.  Submarine eruptions have been reported from a number of locations near 136-m-high Smith Rock, the last of which occurred in 1916.  Water discoloration has been frequently observed near Smith Rock since the 1970s.","Copyrighted photo by Kenichiro Tani, 2002 (Japanese Quaternary Volcanoes database, RIODB, http://riodb02.ibase.aist.go.jp/strata/VOL_JP/EN/index.htm and Geol Surv Japan, AIST, http://www.gsj.jp/).",Dacite,POINT (31.44 140.051)
VOTW_Holocene_Volcanoes.fid--4d9842f7_162e410decd_1822,284091,Sofugan,Stratovolcano,,Japan,"Sofugan is a steep-sided pinnacle that rises 99 m above the sea surface south of Torishima volcano. Its dramatic and isolated setting prompted it to also be known as ""Lot's Wife Rocks."" The basaltic-to-andesitic pinnacle is the remnant of a large stratovolcano that is 28 km wide at its base and rises 2200 m above the sea floor. A submarine depression lies between the pinnacle and an arcuate submarine ridge to the SW that rises to less than 150 m of the sea surface. In 1975 discolored sea water was observed about 500 m north of Sofugan, and the volcano was reclassified as active by the Japan Meteorological Agency in 2003.","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",29.794,140.342,99,Subduction zone / Oceanic crust (< 15 km),Holocene,Evidence Uncertain,http://volcano.si.edu/photos/full/117089.jpg,"The impressive sheer pinnacle of Sofu-gan, seen here from the west, rises 99 m above the sea surface south of Tori-shima volcano.  Its dramatic and isolated setting prompted it to also be known as ""Lot's Wife Rocks.""  The basaltic-to-andesitic pinnacle is the remnant of a large stratovolcano that is 28 km wide at its base and rises 2200 m above the sea floor.  In 1975 discolored sea water was observed about 500 m north of the rocks.","Copyrighted photo by Makoto Yuasa, 1985 (Japanese Quaternary Volcanoes database, RIODB, http://riodb02.ibase.aist.go.jp/strata/VOL_JP/EN/index.htm and Geol Surv Japan, AIST, http://www.gsj.jp/).",Basalt / Picro-Basalt,POINT (29.794 140.342)
VOTW_Holocene_Volcanoes.fid--4d9842f7_162e410decd_1823,284093,Suiyo Seamount,Submarine,,Japan,"Suiyo Seamount, one of the Shichiyo Seamounts, named for the seven days of the week, lies south of Sofugan volcano. Suiyo (""Wednesday"") is a basaltic-to-dacitic submarine caldera and lava dome that rises about 1400 m from the sea floor to within about 1,000 m of the sea surface. The summit caldera is 1.5 km wide and about 500 m deep. Major hydrothermal activity was observed in July 1991, with temperatures reaching more the 290 degrees Centigrade, and the volcano was reclassified as active by the Japan Meteorological Agency.","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",28.575,140.633,-991,Subduction zone / Crustal thickness unknown,Holocene,Unrest / Holocene,,,,Andesite / Basaltic Andesite,POINT (28.575 140.633)
VOTW_Holocene_Volcanoes.fid--4d9842f7_162e410decd_1824,284094,Mokuyo Seamount,Submarine,,Japan,"Mokuyo Seamount is one of the Shichiyo Seamounts, named for the seven days of the week. Mokuyo (""Thursday"") is a basaltic-andesite submarine caldera that rises 1780 m from the sea floor to within less than 1,000 m of the sea surface. The summit caldera is 3 x 2.3 km wide and about 450 m deep and contains a 180-m-high lava dome in its center. Major hydrothermal activity was observed in July 1990, and the volcano was reclassified as active by the Japan Meteorological Agency.","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",28.327,140.572,-933,Subduction zone / Crustal thickness unknown,Holocene,Unrest / Holocene,,,,Andesite / Basaltic Andesite,POINT (28.327 140.572)
VOTW_Holocene_Volcanoes.fid--4d9842f7_162e410decd_1825,284095,Doyo Seamount,Submarine,,Japan,"Doyo Seamount is the southernmost of the Shichiyo Seamounts, named for the seven days of the week. Doyo (""Saturday"") is a basaltic-andesite submarine caldera that rises 2340 m from the sea floor to within less than 600 m of the sea surface. The large horseshoe-shaped summit caldera is 3 x 10 km wide. Major hydrothermal activity was observed in July 1990, and the volcano was reclassified as active by the Japan Meteorological Agency.","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",27.68,140.8,-590,Subduction zone / Crustal thickness unknown,Holocene,Unrest / Holocene,,,,Basalt / Picro-Basalt,POINT (27.68 140.8)
VOTW_Holocene_Volcanoes.fid--4d9842f7_162e410decd_1826,284096,Nishinoshima,Caldera,2017,Japan,"The small island of Nishinoshima was enlarged when several new islands coalesced during an eruption in 1973-74. Another eruption that began offshore in 2013 completely covered the previous exposed surface and enlarged the island again. Water discoloration has been observed on several occasions since. The island is the summit of a massive submarine volcano that has prominent satellitic peaks to the S, W, and NE. The summit of the southern cone rises to within 214 m of the sea surface 9 km SSE. ","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",27.247,140.874,25,Subduction zone / Crustal thickness unknown,Holocene,Eruption Observed,http://volcano.si.edu/photos/full/020095.jpg,"A submarine explosion from Nishino-shima breaches the surface on October 9, 1973.  Steam trails behind individual ejected hot blocks at the margin of the plume.  Submarine eruptions began on April 12, 1973.  On September 11 a new island was first seen.  Lava flows began in September, and three new islands were formed, which joined together during October-November 1973 forming Nishino-shima-shinto.  The new island itself was connected to the pre-existing Nishino-shima Island by wave activity after the eruption ended.","Photo courtesy of Japan Meteorological Agency, 1973.",Andesite / Basaltic Andesite,POINT (27.247 140.874)
VOTW_Holocene_Volcanoes.fid--4d9842f7_162e410decd_1827,284097,Kaikata Seamount,Submarine,,Japan,"Kaikata Seamount is a basaltic-to-dacitic submarine volcano located north of Kaitoku Seamount. The volcano rises 2350 m from the sea floor to within 165 m of the sea surface. Two major summit peaks are oriented NE-SW, with the SW peak being the highest. Hydrothermal activity was observed in 1988 at a depth of 460 m, and the volcano was reclassified as active by the Japan Meteorological Agency.","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",26.667,140.929,-165,Subduction zone / Crustal thickness unknown,Holocene,Unrest / Holocene,,,,Andesite / Basaltic Andesite,POINT (26.667 140.929)
VOTW_Holocene_Volcanoes.fid--4d9842f7_162e410decd_1828,284090,Izu-Torishima,Stratovolcano,2002,Japan,"The circular, 2.7-km-wide island of Izu-Torishima in the southern Izu Islands is capped by an unvegetated summit cone formed during an eruption in 1939. Fresh lava flows from this eruption form part of the northern coastline of the basaltic-to-dacitic edifice. The volcano is referred to as Izu-Torishima to distinguish it from the several other Japanese island volcanoes called Torishima (""Bird Island""). The main cone is truncated by a 1.5-km-wide caldera that contains two central cones, of which 394-m-high Ioyama is the highest. Historical eruptions have also occurred from flank vents near the north coast and offshore submarine vents. A 6-8 km wide submarine caldera lies immediately to the north.","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",30.484,140.303,394,Subduction zone / Oceanic crust (< 15 km),Holocene,Eruption Observed,http://volcano.si.edu/photos/full/101099.jpg,"An August 12, 2002 photo shows an ash plume rising from the summit crater of Tori-shima volcano.  The unvegetated cone of Iwo-yama, seen here from the south, was constructed during an eruption in 1939 within a 1.5-km-wide caldera that truncates the eroded flanks of the volcano.  The circular, 2.7-km-wide island of Tori-shima is located in the southern Izu Islands.  The volcano is also referred to as Izu-Tori-shima to distinguish it from the several other Japanese island volcanoes called Tori-shima (""Bird Island"").","Photo courtesy of Japan Meteorological Agency, 2002.",Basalt / Picro-Basalt,POINT (30.484 140.303)
VOTW_Holocene_Volcanoes.fid--4d9842f7_162e410decd_1829,284100,Kaitoku Seamount,Submarine,1984,Japan,"A submarine eruption was observed in 1984 from Kaitoku Seamount (Kaitoku Kaizan), a three-peaked submarine volcano 130 km NNW of Kita-Iojima. A submarine eruption had previously been reported in 1543 from a point about 40 km to the SW, which the Japan Meteorological Agency attributes to Kaitoku.","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",26.127,141.102,-95,Subduction zone / Crustal thickness unknown,Holocene,Eruption Observed,,,,Basalt / Picro-Basalt,POINT (26.127 141.102)
VOTW_Holocene_Volcanoes.fid--4d9842f7_162e410decd_182a,284110,Kita-Ioto,Stratovolcano,1945,Japan,"No historical eruptions have occurred from the deeply eroded Kita-Ioto stratovolcano, which forms a steep-sided basaltic cone rising 792 m above the sea. However, eruptions have been recorded since the 18th century from Funka Asane, a submarine vent 4-5 km NW of the island.  Kita-Ioto is the northernmost of the Kazan Retto (Volcano Islands), located in the middle of the Izu-Marianas arc.  ","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",25.424,141.284,792,Subduction zone / Crustal thickness unknown,Holocene,Eruption Observed,http://volcano.si.edu/photos/full/107077.jpg,"Kita-Iwo-jima is seen from a ship west of the island.  No historical eruptions have occurred from the deeply eroded Kita-Iwo-jima stratovolcano, which forms a steep-sided cone rising 792 m above the sea.  However, eruptions have been recorded since the 18th century from Funka-Asane, a submarine vent about 2 km NW of the island.  Kita-Iwo-jima (""North Sulfur Island"") is the northernmost of the Kazan Retto (Volcano Islands), located in the middle of the Izu-Marianas arc.  ","Copyrighted photo by Toshitsugu Yamazaki (Japanese Quaternary Volcanoes database, RIODB, http://riodb02.ibase.aist.go.jp/strata/VOL_JP/EN/index.htm and Geol Surv Japan, AIST, http://www.gsj.jp/).",Basalt / Picro-Basalt,POINT (25.424 141.284)
VOTW_Holocene_Volcanoes.fid--4d9842f7_162e410decd_182b,284121,Kita-Fukutokutai,Submarine,1954,Japan,"Kita-Fukutokutai is a newly recognized submarine volcano halfway between the Ioto and Minami-Ioto islands. The volcano rises to within 73 m of the sea surface. Water discoloration was reported several times beginning in 1937, and floating pumice was seen in 1953-54. In 1988 a fishing boat reported an eruption column about 100 m high, although the report was not confirmed at the time. The Japan Meteorological Agency, which has responsibility for the oversight of Japanese volcanoes, has classified Kita-Fukutokutai as an active volcano.","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",24.417,141.417,-73,Subduction zone / Crustal thickness unknown,Holocene,Eruption Observed,,,,No Data (checked),POINT (24.417 141.417)
VOTW_Holocene_Volcanoes.fid--4d9842f7_162e410decd_182c,284120,Ioto,Caldera,2012,Japan,"Ioto (changed from Iwo-jima in 2007) in the central Volcano Islands portion of the Izu-Marianas arc lies within a 9-km-wide submarine caldera. Ioto, Iwo-jima, and Iojima are among many transliterations of the name. The volcano is also known as Ogasawara-Iojima to distinguish it from several other ""Sulfur Island"" volcanoes in Japan. The triangular, low-elevation, 8-km-long island narrows toward its SW tip and has produced trachyandesitic and trachytic rocks that are more alkalic than those of other Izu-Marianas arc volcanoes. The island has undergone dramatic uplift for at least the past 700 years accompanying resurgent doming of the caldera. A shoreline landed upon by Captain Cook's surveying crew in 1779 is now 40 m above sea level. The Motoyama plateau on the NE half of the island consists of submarine tuffs overlain by coral deposits and forms the island's high point. Many fumaroles are oriented along a NE-SW zone cutting through Motoyama. Numerous historical phreatic eruptions, many from vents on the west and NW sides of the island, have accompanied the remarkable uplift.","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",24.751,141.289,169,Subduction zone / Crustal thickness unknown,Holocene,Eruption Observed,http://volcano.si.edu/photos/full/095054.jpg,"Discolored water from a submarine eruption in September 2001 surrounds Ioto, also known as Iwo-jima.  The triangular, 8-km-long island, whose name means ""Sulfur Island,"" lies within a 9-km-wide submarine caldera and narrows toward its SW tip, where the Suribachiyama cone is located.  The yellow arrow marks the site of the 2001 submarine vent.  Ioto (Iwo-jima) has undergone dramatic uplift for at least the past 700 years accompanying resurgent doming of the caldera.  Numerous historical phreatic eruptions have accompanied the remarkable uplift.      ","Photo by Nakahori, 2001 (Japan Meteorological Agency, published in the Bulletin of the Global Volcanism Network).",Trachyandesite / Basaltic Trachyandesite,POINT (24.751 141.289)
VOTW_Holocene_Volcanoes.fid--4d9842f7_162e410decd_182d,284131,Minami-Hiyoshi,Submarine,1975,Japan,"Periodic water discoloration and water-spouting have been reported over this submarine volcano since 1975, when detonations and an explosion were also reported. It lies near the SE end of a coalescing chain of youthful seamounts, and is the only historically active vent. The reported depth of the summit of the trachyandesitic volcano has varied between 274 and 30 m. The morphologically youthful seamounts Kita-Hiyoshi and Naka-Hiyoshi lie to the NW, and Ko-Hiyoshi to the SE.","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",23.5,141.935,-107,Subduction zone / Crustal thickness unknown,Holocene,Eruption Observed,http://volcano.si.edu/photos/full/107084.jpg,"Minami-Hiyoshi submarine volcano (center) is seen in this Japan Coast Guard bathymetric image with north to the right.  Periodic water discoloration and water-spouting have been reported over this submarine volcano since 1975, when detonations and an explosion were also reported.  Minami-Hiyoshi lies near the SE end of a coalescing chain of youthful seamounts and is the only historically active vent.  The morphologically youthful seamount Naka-Hiyoshi (upper right) lies to the NW and Ko-Hiyoshi seamount (left) to the SSE.    ",Image courtesy of HOD Japan Coast Guard (http://www1.kaiho.mlit.go.jp/jhd-E).,Trachyandesite / Basaltic Trachyandesite,POINT (23.5 141.935)
VOTW_Holocene_Volcanoes.fid--4d9842f7_162e410decd_182e,284132,Nikko,Submarine,,Japan,"Nikko submarine volcano is a massive seamount that rises from nearly 3 km depth to within 392 m of the sea surface at the SE end of a submarine ridge segment extending from Minami-Ioto island. Two large cones at the basaltic-to-andesitic volcano have been constructed on the NW and NE rims of a roughly 3-km-wide, flat-floored submarine caldera, whose rim is prominently displayed on the southern side, but largely buried on the north. A smaller cones lies on the SE caldera floor. The larger NW cone lies within a partially buried crater and displays hydrothermal activity. Discolored water was observed in July 1979, but none has been observed during semi-regular seasonal reconnaissance flights since then. Hydrothermal venting was documented during a recent NOAA expedition.","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",23.078,142.326,-392,Subduction zone / Crustal thickness unknown,Holocene,Unrest / Holocene,http://volcano.si.edu/photos/full/107046.jpg,"Two large cones have been constructed on the NW and NE rims of a roughly 3-km-wide, flat-floored submarine caldera at Nikko volcano.  The caldera rim is prominently displayed on the southern side, but largely buried on the north.  A smaller cones lies on the SE caldera floor.  Discolored water has frequently been observed above Nikko seamount, and hydrothermal venting was documented at the main cone during a recent NOAA expedition.","Image courtesy of NOAA, 2003 (http://oceanexplorer.noaa.gov/explorations/03fire/logs/mar02/media/nikko.html).",Basalt / Picro-Basalt,POINT (23.078 142.326)
VOTW_Holocene_Volcanoes.fid--4d9842f7_162e410decd_182f,284133,Fukujin,Submarine,1974,United States,"One of the larger of the submarine volcanoes of the Marianas arc, Fukujin seamount has risen on occasion to just beneath the sea surface. Intermittent periods of water discoloration have been observed since the mid-20th century, and eruptions producing floating pumice were noted on several occasions.","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",21.93,143.47,-217,Subduction zone / Crustal thickness unknown,Holocene,Eruption Observed,,,,Andesite / Basaltic Andesite,POINT (21.93 143.47)
VOTW_Holocene_Volcanoes.fid--4d9842f7_162e410decd_1830,284134,Kasuga 1,Submarine,1959,United States,"The Kasuga 1 seamount is a conical volcano that rises to within 598 m of the sea surface SE of Fukujin submarine volcano. It was listed as an active volcano by the Japan Meteorological Agency, and floating pumice attributed to a submarine eruption was seen south of the volcano in the summer of 1959. Water discoloration from a possible submarine eruption was reported near the seamount in November 1975. Kasuga, the northernmost of three seamounts in the the Kasuga seamount chain, rises from a depth of 3000 m. A series of flank vents are located low on the southern side of the edifice. The summit does not have a caldera or display hydrothermal activity, and the volcano is largely mantled by volcaniclastics. Altered basaltic and andesitic rocks dredged from the summit suggest that it is the oldest of the three seamounts, although delicately preserved lava flow lobes and toes from a flank eruption suggest a very youthful age.","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",21.765,143.71,-598,Subduction zone / Crustal thickness unknown,Holocene,Eruption Observed,http://volcano.si.edu/photos/full/105089.jpg,"Kasuga, the northernmost of three seamounts in the Kasuga seamount chain (and also known as Kasuga 1), is a conical volcano that rises to within 598 m of the sea surface SE of Fukujin submarine volcano.  A series of flank vents are located low on the southern side of the edifice.  Delicately preserved flank lava flow lobes suggest a very youthful age, as also seen from the volcano's youthful constructional surface in this NOAA image made without vertical exaggeration.  Pumice from a submarine eruption was seen in 1959.","Image courtesy of NOAA, 2003 (http://oceanexplorer.noaa.gov/explorations/03fire/logs/mar02/media/kasuga.html).",Andesite / Basaltic Andesite,POINT (21.765 143.71)
VOTW_Holocene_Volcanoes.fid--4d9842f7_162e410decd_1831,284135,Kasuga 2,Submarine,,United States,"Kasuga 2, also referred to as Minami Kasuga (South Kasuga), is the central of three volcanoes forming the Kasuga seamount chain, which trends SSW from the volcanic front of the Izu-Marianas arc. It rises from about 3000 m depth to within 170 m of the sea surface and is the highest and largest volume of the three volcanoes. Two subsidiary cones are located low on the eastern flank. The morphology is more complex than Kasuga 1 to the north, and prominent ridges separate slopes of interspersed volcaniclastic and lava flow fields. Radionuclide decay rates indicate an age of less than 8000 years and probably less than 1000 years; radium/thorium disequilibrium ratios suggest the flows may be only a few centuries old (Fryer et al., 1997). Active hydrothermal fields are located at the summit, at the base of summit ridges, and on the lower flanks.","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",21.6,143.637,-274,Subduction zone / Crustal thickness unknown,Holocene,Evidence Credible,http://volcano.si.edu/photos/full/116096.jpg,"Minami Kasuga (South Kasuga) submarine volcano is seen in this bathymetric view, looking from the SW with two times vertical exaggeration.  Bathymetic data are overlaid on SeaBat data courtesy of Ko-ichi Nakamura, National Institute of Advanced Science and Technology, Japan.  Minami Kasuga (also referred to as Kasuga 2) rises from about 3000 m depth to within 170 m of the sea surface.  Two subsidiary cones are located low on the eastern flank.  Active hydrothermal fields are located at the summit of Minami Kasuga, at the base of summit ridges, and on the lower flanks.","Image courtesy of NOAA vents program, 2006 (http://oceanexplorer.noaa.gov/explorations/06fire).",Basalt / Picro-Basalt,POINT (21.6 143.637)
VOTW_Holocene_Volcanoes.fid--4d9842f7_162e410decd_1832,284136,NW Eifuku,Submarine,,United States,"NW Eifuku is a small submarine volcano that pales in size in comparison to its larger neighbors, but displays vigorous thermal activity. The summit of the basaltic-to-andesitic Northwest Eifuku volcano lies 1535 m below the sea surface; the seamount lies at the NW end of a chain of submarine volcanoes that includes Eifuku and Daikoko, at the SE end. Hydrothermal fluid emission at NW Eifuku includes liquid carbon dioxide bubbles venting from ""white smokers,"" one of only two places where natural liquid carbon dioxide emission has been observed. The hydrothermal field, named Champagne, was discovered during a 2003 NOAA expedition and lies in the steep headwall of a slope-failure scarp that cuts the summit and SW side of the volcano.","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",21.485,144.043,-1535,Subduction zone / Crustal thickness unknown,Holocene,Unrest / Holocene,http://volcano.si.edu/photos/full/118056.jpg,"White smokers rise above chimneys at NW Eifuku submarine volcano, as photographed by a NOAA expedition in 2006.  The bubbles are liquid carbon dioxide; Northwest Eifuku is one of two places where natural liquid carbon dioxide emission has been observed.  NW Eifuku is a small submarine volcano that pales in size in comparison to its larger neighbors, but displays vigorous thermal activity.  The summit of the basaltic Northwest Eifuku volcano lies 1551 m below the sea surface.  ","Image courtesy of Submarine Ring of Fire 2006 Exploration, NOAA Vents Program.",Basalt / Picro-Basalt,POINT (21.485 144.043)
VOTW_Holocene_Volcanoes.fid--4d9842f7_162e410decd_1833,284137,Daikoku,Submarine,,United States,"The conical summit of Daikoku seamount lies along an elongated E-W ridge SE of Eifuku submarine volcano and rises to within 323 m of the sea surface. It is one of about a dozen displaying hydrothermal activity in the southern part of the Izu-Marianas chain. A steep-walled, 50-m-wide cylindrical crater on the north flank, about 75 m below the summit, is at least 135 m deep and was observed to emit cloudy hydrothermal fluid. During a NOAA expedition in 2006, scientists observed a convecting, black pool of liquid sulfur with a partly solidified, undulating sulfur crust at a depth of 420 m below the summit. Gases, particulate with the appearance of smoke, and liquid sulfur were bubbling up from the back edge of the sulfur pool.","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",21.324,144.194,-323,Subduction zone / Crustal thickness unknown,Holocene,Unrest / Holocene,http://volcano.si.edu/photos/full/118058.jpg,"Smoke rises from the margins of a vent at about 420 m depth on Daikoku seamount in this close-up view only about a few meters across.  During a NOAA expedition in 2006, scientists observed a convecting, black pool of liquid sulfur with a partly solidified, undulating sulfur crust at a depth of 420 m below the summit of Daikoku.  The conical summit of Daikoku seamount lies along an elongated E-W-trending ridge SE of Eifuku submarine volcano and rises to within 323 m of the sea surface.   ","Image courtesy of Submarine Ring of Fire 2006 Exploration, NOAA Vents Program.",Andesite / Basaltic Andesite,POINT (21.324 144.194)
VOTW_Holocene_Volcanoes.fid--4d9842f7_162e410decd_1834,284130,Fukutoku-Oka-no-Ba,Submarine,2010,Japan,"Fukutoku-Oka-no-ba is a submarine volcano located 5 km NE of the pyramidal island of Minami-Ioto. Water discoloration is frequently observed from the volcano, and several ephemeral islands have formed in the 20th century. The first of these formed Shin-Ioto (""New Sulfur Island"") in 1904, and the most recent island was formed in 1986. The volcano is part of an elongated edifice with two major topographic highs trending NNW-SSE, and is a trachyandesitic volcano geochemically similar to Ioto.","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",24.285,141.481,-29,Subduction zone / Crustal thickness unknown,Holocene,Eruption Observed,http://volcano.si.edu/photos/full/020098.jpg,"Fukutoku-Okanoba, seen here in eruption in 1986, is a submarine volcano located 5 km NE of the pyramidal island of Minami-Iwo-jima (right).  Water discoloration is frequently observed near the volcano, and several ephemeral islands have formed in the 20th century.  The first of these formed Shin-Iwo-jima in 1904, and the most recent island is seen in this January 21, 1986 photo.  Wave erosion removed the island by March 8.  Fukutoku-Okanoba is part of an elongated edifice with two major topographic highs trending NNW-SSE.","Photo by G. Iwashita, 1986 (Japan Meteorological Agency).",Trachyandesite / Basaltic Trachyandesite,POINT (24.285 141.481)
